id,text,tags
915,"✈️这次出门陪伴着我的是暴龙AI 眼镜  作为我的生活工作好搭子,真的太给力了","{""mood"": [""mood_energetic""], ""scene"": [""scene_travel""], ""style"": [""style_essay""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_travel_wander""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""暴龙AI眼镜"", ""旅行""]}"
916,"“今晚拯救地球有事请留言.”","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""拯救地球""]}"
917,"请再让我","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
918,"°snowy day·❆   ˃̶͈☃️˂̶͈","{""mood"": [""mood_peaceful""], ""scene"": [""scene_nature""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_season_autumn_winter""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""雪""]}"
919,"“幸福幸福,请常在我身边”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""幸福""]}"
920,"老婆你倒是洋气了,留我一个人在村里放牛。","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 4, ""keywords"": [""老婆"", ""放牛""]}"
921,"让一让凑个热闹晒个礼物","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""礼物""]}"
922,"“每一刻都像永远”","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""永远""]}"
923,"有时候我只需要一个很紧的拥抱来存放我不知所措的眼泪","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""拥抱"", ""眼泪""]}"
924,"“闪现的阳光抓紧拍照.”","{""mood"": [""mood_energetic""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_sunny""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""阳光"", ""拍照""]}"
925,"我们一起散步到咖啡店坐坐,恰好品尝瑞幸的特调系列,你偏爱口感丝滑绵密的可可维也纳,意式浓缩咖啡、可可、香草籽交织出独特的奶咖风味。这让你想到在忙碌喧嚣之余,还能享受一杯维也纳咖啡的时光,是一种生活的小确幸,","{""mood"": [""mood_romantic""], ""scene"": [""scene_food""], ""style"": [""style_essay""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_foodie"", ""theme_happiness""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": [""咖啡"", ""瑞幸"", ""可可维也纳"", ""小确幸""]}"
926,"周日 预定了派悦坊的蛋糕","{""mood"": [""mood_happy""], ""scene"": [""scene_food""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_foodie""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""周日"", ""派悦坊"", ""蛋糕""]}"
927,"保佑我的人生是一万次的歪打正着","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""歪打正着""]}"
928,"变圆事事慢慢如愿","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""圆"", ""如愿""]}"
929,"学校的天气好不好 放学一起走好不好","{""mood"": [""mood_romantic""], ""scene"": [""scene_study""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 2, ""keywords"": [""学校"", ""放学""]}"
930,"你哄哄我我哄哄你 我们就这样咪咪喵喵汪汪嗷嗷在一起一辈子","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": [""哄"", ""喵喵"", ""汪汪""]}"
931,"☆+ʚ我说幸福万万岁ɞ+☆","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""幸福"", ""万万岁""]}"
932,"“苦难万重山坎坷难翻篇”","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""苦难"", ""万重山""]}"
933,"“其实我哪有那么坚强”","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
934,"“幸福一词我占两字.”","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""幸福""]}"
935,"小小时光岁月长长,慢慢讲不慌不忙","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""时光""]}"
936,"小蛋糕的作用是通往幸福和快乐","{""mood"": [""mood_happy""], ""scene"": [""scene_food""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness"", ""theme_foodie""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""小蛋糕"", ""幸福"", ""快乐""]}"
937,"rctttt rout1ne...","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_cn_en_mix"", ""style_abstract""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
938,"因为幸福所以九宫格","{""mood"": [""mood_happy""], ""scene"": [""scene_daily""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""九宫格"", ""幸福""]}"
939,"ฅ••♡ 𓂂幸福小记💭🩰🥛","{""mood"": [""mood_happy""], ""scene"": [""scene_daily""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""幸福""]}"
940,"回家当幸福小孩喽","{""mood"": [""mood_happy""], ""scene"": [""scene_home""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness"", ""theme_family""], ""relation"": ""relation_family"", ""tone_level"": 4, ""keywords"": [""回家"", ""幸福""]}"
941,"发发呆不想被任何人打扰","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": []}"
942,"减肥就是三天打鱼 362天晒网","{""mood"": [""mood_humor""], ""scene"": [""scene_daily""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""减肥""]}"
943,"“让整个冬天都变得很温暖”","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_autumn_winter""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""冬天"", ""温暖""]}"
944,"•去听听万物生长的声音","{""mood"": [""mood_peaceful""], ""scene"": [""scene_nature""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""万物"", ""声音""]}"
945,"PeTit Journal 🫂🎶","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_cn_en_mix"", ""style_emoji_heavy""], ""purpose"": [""purpose_record""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
946,"爱有什么成分","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 2, ""keywords"": [""爱""]}"
947,"幸福の预告片","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""幸福""]}"
948,"“焦虑没用吃饭要紧”","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""焦虑"", ""吃饭""]}"
949,"""请允许我成为你的春夏秋冬。""","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_season_spring"", ""theme_season_autumn_winter""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": [""春夏秋冬""]}"
950,"尽管因为许多原因,又要搬家了","{""mood"": [""mood_emo""], ""scene"": [""scene_home""], ""style"": [""style_essay""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""搬家""]}"
951,"Only look at me","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_cn_en_mix""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": []}"
952,"别赶时间 坐在那里慢慢等时间","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""时间""]}"
953,"边边角角","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": []}"
954,"生命和阳光会是同一质地","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""生命"", ""阳光""]}"
955,"自由散漫的凉风会治愈乱糟糟的坏心情","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_freedom""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""凉风"", ""心情""]}"
956,"还需奔行百里方可沉睡。","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": []}"
957,"♪★ 小记。゚๑","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_record""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
958,"💨  出门6̐̈达6̐̈达","{""mood"": [""mood_happy""], ""scene"": [""scene_daily""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
959,"那就让平静的幸福贯穿我生活的每分每秒","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_essay""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""幸福""]}"
960,"我平静我就会幸福","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""平静"", ""幸福""]}"
961,"▪️和你眼神交汇","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""眼神""]}"
962,"生活不断捶打我,我将变得Q弹可口","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": []}"
963,"收集每个发光的瞬间🪞","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""瞬间""]}"
964,"平淡生活中的一张彩页","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""平淡""]}"
965,"每一粒葡萄都能背诵夏日诗歌","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""葡萄"", ""夏日""]}"
966,"突然| 天氣 |變得 |好冷","{""mood"": [""mood_emo""], ""scene"": [""scene_nature""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_autumn_winter""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""天气"", ""冷""]}"
967,"原来你说的无条件对我好是无经济条件","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 4, ""keywords"": [""经济条件""]}"
968,"“你喜欢松树吗 它从不负冬.”","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_season_autumn_winter""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""松树"", ""冬""]}"
969,"你又见过几个我","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
